"_id","","Agency","Date","Job","Name","Tweet","Twitter_Handle","tweet_URL"
"5bb538bc196d4c9199168361",,"Health and Human Services","10/20/15 20:50","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","I'll continue working to advocate for the #PALSAct so we can ensure millions of women have the resources &amp; tools to detect &amp;  #beatcancer.","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/656573320331141120"
"5bb538bc196d4c9199168363",,"Health and Human Services","10/20/15 20:45","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","As a nurse, I appreciate @AmericanCancer Society’s recommendations indicating women in their 40's benefit from annual mammograms.1/2","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/656571860096827392"
"5bb538bc196d4c9199168381",,"Health and Human Services","9/18/15 16:45","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","This chart shows federally qualified health care centers provide comprehensive care for women. #PPAccountability http://t.co/omZ31XoGAO","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/644915078899367936"
"5bb538bc196d4c9199168384",,"Health and Human Services","9/17/15 17:31","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","Community Health Centers provide services for women &amp; families including mammograms, primary care, cancer screenings &amp; immunizations.","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/644564363332952064"
"5bb538bc196d4c9199168386",,"Health and Human Services","9/17/15 17:17","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","See my op-ed w/ @Farenthold abt need to freeze #PlannedParenthood funding &amp; ensure access to women's health services.http://t.co/aAcwAwUjPh","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/644560816717565952"
"5bb538bc196d4c9199168394",,"Health and Human Services","9/8/15 20:06","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","Women's Health Accountability Act continues providing health services for women while demanding accountability of taxpayer dollars. #prolife","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/641341952504434688"
"5bb538bc196d4c9199168395",,"Health and Human Services","9/8/15 16:58","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","Today I introduced The Women’s Health Accountability Act to protect women and life: http://t.co/hFQtpJ4iL1 #prolife","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/641294451235811328"
"5bb538bc196d4c91991683aa",,"Health and Human Services","8/19/15 22:15","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","Thanks to Gale Wilkins &amp; @nccfwomen for hosting great Women &amp; Girls Leadership Conf. today. http://t.co/7xavItegSd","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/634126475487154176"
"5bb538bc196d4c91991683b3",,"Health and Human Services","8/3/15 16:49","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","“We need to do everything that we can to make sure our military men and women have the training necessary to act"" - http://t.co/Yv3WD0413J","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/628246297947078656"
"5bb538bc196d4c91991683b6",,"Health and Human Services","7/30/15 15:38","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","Read about my bill to protect access to mammograms for approx. 22 million women under age 50: http://t.co/LUak2Og3Br #beatbreastcancer","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/626778786911031297"
"5bb538bc196d4c91991683c8",,"Health and Human Services","7/14/15 20:38","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","RT @cathymcmorris: Second, in unstable regions, women are often the first to become targets of oppression. U.S. needs to lead change. @Ladi…","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/621056205482520576"
"5bb538bc196d4c91991683cd",,"Health and Human Services","7/10/15 21:37","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","Pleased to see #SecDef Carter visiting hardworking men &amp; women at #FtBragg. See my statement: http://t.co/yd4k0jB4xL http://t.co/r8PBwa3Y7t","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/619621414056951809"
"5bb538bc196d4c9199168408",,"Health and Human Services","6/3/15 20:03","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","Spoke on phone w/ LT GEN Townsend, commander of 18th Airborne, about issues facing men &amp; women stationed at #FtBragg. http://t.co/WOnkUzOBcA","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/606189567012696065"
"5bb538bc196d4c9199168424",,"Health and Human Services","5/13/15 21:39","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","Pleased to vote for #HR36 Pain-Capable Unborn Child Protection Act, as it protects the unborn, shows compassion for women &amp; will save lives.","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/598603622994284544"
"5bb538bc196d4c9199168482",,"Health and Human Services","3/14/15 21:32","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","RT @TheBunkerAustin: .@RepReneeEllmers we appreciate your value on women, #veterans, tech and #entrepreneurship. http://t.co/A0uYLeBsuR","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/576858402799894528"
"5bb538bc196d4c91991684a6",,"Health and Human Services","2/19/15 20:17","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","A photo from tour of a  hospital I visited in rural Guatemala that provides lifesaving services to women &amp; children. http://t.co/SG3n3TxWaH","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/568504604608106496"
"5bb538bc196d4c91991684ea",,"Health and Human Services","12/16/14 18:21","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","RT @CWSoftballGame: EARLY Act is reauthorized! Power of #CWSG women: @dwstweets, @RepReneeEllmers, and @amyklobuchar.  #beatbreastcancer ht…","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/544920152887033856"
"5bb538bc196d4c91991684f6",,"Health and Human Services","12/9/14 21:27","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","RT @RepDWStweets: Big TY to @RepReneeEllmers &amp; colleagues for passing #EARLYAct to fight #breastcancer in young women. On to Senate! http:/…","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/542430295232765952"
"5bb538bc196d4c91991684f7",,"Health and Human Services","12/9/14 20:50","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","RT @LadiesGOP: We're pleased the House passed EARLY Act today. This bill educates young women on the importance of early detection to preve…","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/542420969218768896"
"5bb538bc196d4c91991684fa",,"Health and Human Services","12/9/14 14:08","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","Great discussion with fellow women in Congress this morning at #WomenRule Summit. http://t.co/25DsauMBV5","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/542319845438926849"
"5bb538bc196d4c91991684fb",,"Health and Human Services","12/9/14 14:06","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","Really enjoyed talking about women in politics &amp; how to encourage more women to run for public office during @Politico #WomenRule Summit.","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/542319409243910144"
"5bb538bc196d4c91991684fc",,"Health and Human Services","12/9/14 13:46","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","RT @SenatorCollins: ""There's no such thing as a woman's issue, every issue is a woman's issue..."" @politico #womenrule http://t.co/BB3j0b2B…","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/542314304935305216"
"5bb538bc196d4c91991684fe",,"Health and Human Services","12/9/14 13:37","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","RT @KellyAyotte: Participating this AM in @politico #womenrule summit &amp; discussing how we can encourage more women leaders. Watch: 
awb://p…","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/542312101604511744"
"5bb538bc196d4c9199168553",,"Health and Human Services","10/14/14 14:34","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","See my op-ed @Ozy about work GOP is doing in the areas that matter most to women &amp; how they can better reach out. http://t.co/0CXbhlhGRU","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/522032628833480704"
"5bb538bc196d4c919916857b",,"Health and Human Services","9/21/14 18:23","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","ICYMI: A recent Rasmussen poll shows majority believe the 'war on women' is just politics, not actually happening. http://t.co/P5y4N00A6R","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/513755388450463744"
"5bb538bc196d4c91991685af",,"Health and Human Services","8/21/14 15:45","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","Enjoyed speaking to a great group of professional Triangle women at the Women On The Move breakfast in Raleigh. #NC02 http://t.co/eSztbAy0LD","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/502481577570750464"
"5bb538bc196d4c91991685b4",,"Health and Human Services","8/18/14 18:26","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","RT @LadiesGOP: On this day in 1920, the 19th Amendment was ratified, guaranteeing women the right to vote.","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/501434874381996032"
"5bb538bc196d4c91991685d4",,"Health and Human Services","7/26/14 22:42","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","ICYMI - This week I co-sponsored a bill to better inform &amp; equip young women against #breastcancer risks: http://t.co/1AKNtrcwRm","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/493164391882170369"
"5bb538bc196d4c919916862c",,"Health and Human Services","6/25/14 14:25","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","RT @TIME: Why Afghanistan’s success will be measured by women’s progress
http://t.co/orauPWWtVf","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/481805453043961856"
"5bb538bc196d4c9199168664",,"Health and Human Services","5/15/14 16:05","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","Over the past week, I was honored to visit with the men and women of our armed forces serving in Afghanistan. http://t.co/Jc4SU0WbQI","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/466972543828901888"
"5bb538bc196d4c9199168666",,"Health and Human Services","5/12/14 18:42","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","In my latest e-newsletter - work the House is doing to help women &amp; families; my bill to help terminally ill children http://t.co/Q8feuNSrdk","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/465924945634414592"
"5bb538bc196d4c9199168698",,"Health and Human Services","4/8/14 14:14","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","Watch House GOP women talk about restoring the 40-hour work week to #easethesqueeze on middle-class Americans VIDEO: https://t.co/96c9Abits8","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/453536240936439808"
"5bb538bc196d4c919916869c",,"Health and Human Services","4/3/14 19:09","Regional Director IV Atlanta","Renee Louise-Jacisin Ellmers","RT @RepLynnJenkins: 63% of Americans at risk of reduced wages are women under the '30-hour rule.' These are the people we’re fighting for:h…","@RepReneeEllmers","http://twitter.com/@RepReneeEllmers/status/451798770611945472"
"5bb538bc196d4c9199168701",,"Justice","9/11/15 13:15","Counsel","Corinne Virginia Snow","RT @TheNationalMall: On the anniversary of September 11th, we honor and remember the brave men and women our country lost.
📷: David Posey h…","@Corinne_V_Snow","http://twitter.com/@Corinne_V_Snow/status/642325509465055232"
"5bb538bc196d4c91991688b2",,"Labor","11/7/16 17:57","Deputy Assistant Secretary for OCIA","John K. Mashburn","""Mr. Treehorn treats objects like women man."" - Big Lebowski","@jmashok","http://twitter.com/@jmashok/status/795686649401319426"
"5bb538bc196d4c91991688ca",,"Labor","10/8/16 3:29","Deputy Assistant Secretary for OCIA","John K. Mashburn","Apprentice cast says Trump was lewd and sexist; Trump recorded making very lewd comments about women in 2005; now:  https://t.co/LW5iNAmLie","@jmashok","http://twitter.com/@jmashok/status/784596438311374853"
"5bb538bc196d4c9199168964",,"Education","6/16/17 17:30","Special Assistant to the Secretary","Andrew James Kossack","RT @VP: This nation stands not with tyrants – but today, @POTUS will make it clear that the U.S. stands w/ the courageous men and women of…","@AndrewKossack","http://twitter.com/@AndrewKossack/status/875767470455443457"
"5bb538bd196d4c9199168bbe",,"Education","11/12/12 2:51","Special Assistant to the Secretary","Andrew James Kossack","I'm sitting on the couch eating ice cream while @lolokossack practices to lead a Zumba class tomorrow. This is why women outlive men.","@AndrewKossack","http://twitter.com/@AndrewKossack/status/267821818323283969"
"5bb538bd196d4c9199168c3c",,"Education","11/25/10 21:33","Special Assistant to the Secretary","Andrew James Kossack","RT @DerekTrovi: RT @JoeyFox1: Thanks to the men and women of the military who aren't with their families today so we can be with ours.","@AndrewKossack","http://twitter.com/@AndrewKossack/status/7909850822479872"
"5bb538bd196d4c9199168d32",,"Environmental Protection Agency","2/11/18 2:23","White House Liaison","Charles D. Munoz","RT @hale_razor: Just wait until the fawning left learns that in N Korea, there are only two genders, no gay rights, and women make just 70…","@CharlesM_DC","http://twitter.com/@CharlesM_DC/status/962512308730810368"
"5bb538bd196d4c9199168ddf",,"Environmental Protection Agency","11/23/17 2:53","White House Liaison","Charles D. Munoz","RT @FoxNews: .@AlFranken accused of inappropriate touching by two more women
 https://t.co/gRbXfA1DjV","@CharlesM_DC","http://twitter.com/@CharlesM_DC/status/933528820614918145"
"5bb538bd196d4c9199168e80",,"Environmental Protection Agency","5/17/17 19:47","White House Liaison","Charles D. Munoz","RT @FoxNews: .@POTUS: ""I didn’t get elected to serve the Washington media ... I got elected to serve the forgotten men and women of our cou…","@CharlesM_DC","http://twitter.com/@CharlesM_DC/status/864930430327414785"
"5bb538bd196d4c9199168f0b",,"Environmental Protection Agency","11/18/16 22:57","White House Liaison","Charles D. Munoz","RT @realDonaldTrump: Will be working all weekend in choosing the great men and women who will be helping to MAKE AMERICA GREAT AGAIN!","@CharlesM_DC","http://twitter.com/@CharlesM_DC/status/799748326308519936"
"5bb538bd196d4c9199168f1f",,"Environmental Protection Agency","11/7/16 6:24","White House Liaison","Charles D. Munoz","RT @WashoeSheriff: Our thoughts are with the citizens of West Valley City, Utah and the family of Officer Brotherson and the men and women…","@CharlesM_DC","http://twitter.com/@CharlesM_DC/status/795512220096397312"
"5bb538bd196d4c9199168f7f",,"Environmental Protection Agency","10/16/16 12:51","White House Liaison","Charles D. Munoz","RT @realDonaldTrump: Polls close, but can you believe I lost large numbers of women voters based on made up events THAT NEVER HAPPENED. Med…","@CharlesM_DC","http://twitter.com/@CharlesM_DC/status/787637073331224576"
"5bb538bd196d4c9199168fa6",,"Environmental Protection Agency","10/10/16 2:10","White House Liaison","Charles D. Munoz","RT @charliekirk11: If Hillary was an advocate for women's right why did she take 50 million from countries that don't allow women to drive…","@CharlesM_DC","http://twitter.com/@CharlesM_DC/status/785301560293064708"
"5bb538bd196d4c9199168fb9",,"Environmental Protection Agency","10/10/16 1:24","White House Liaison","Charles D. Munoz","RT @realDonaldTrump: There’s never been anyone more abusive to women in politics than Bill Clinton.My words were unfortunate-the Clintons’…","@CharlesM_DC","http://twitter.com/@CharlesM_DC/status/785289947787911168"
"5bb538bd196d4c9199168fbb",,"Environmental Protection Agency","10/10/16 1:16","White House Liaison","Charles D. Munoz","RT @TeamTrump: Quite simply, @HillaryClinton mistreats women. #BigLeagueTruth #Debate2016
https://t.co/zhgrulIctf https://t.co/wHtwtnCxxQ","@CharlesM_DC","http://twitter.com/@CharlesM_DC/status/785287769492824066"
"5bb538bd196d4c9199169286",,"Defense","4/19/18 22:51","Special Assistant","Dana White","RT @DeptofDefense: To the military, she was a Navy wife, a ship sponsor and a devoted advocate of the men and women in uniform, whom she tr…","@ChiefPentSpox","http://twitter.com/@ChiefPentSpox/status/987101485010948096"
"5bb538bd196d4c91991692fd",,"Defense","12/13/17 15:40","Special Assistant","Dana White","Best wishes to all the men and women of the @USNationalGuard on your 381st birthday. #Guard381 https://t.co/tvWVtMBKh7","@ChiefPentSpox","http://twitter.com/@ChiefPentSpox/status/940969562559918081"
"5bb538bd196d4c9199169387",,"Defense","8/27/17 0:54","Special Assistant","Dana White","RT @DeptofDefense: Today is #WomensEqualityDay which commemorates the 1920 adoption of the #USConstitution's #19thAmendment, granting women…","@ChiefPentSpox","http://twitter.com/@ChiefPentSpox/status/901608704960851968"
"5bb538bd196d4c91991693a2",,"Defense","6/30/17 18:21","Special Assistant","Dana White","RT @DeptofDefense: #Socialmedia keeps service members connected to their families &amp; helps us
share the work our men and women are doing. #S…","@ChiefPentSpox","http://twitter.com/@ChiefPentSpox/status/880853906590281728"
"5bb538bd196d4c91991693f0",,"Health and Human Services","3/13/18 16:39","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","Great to welcome Black women leaders from NC to Washington,DC for #DeltaDay. Always good to see old friends. Thank… https://t.co/cGXwk8AoFZ","@GKButterfield","http://twitter.com/@GKButterfield/status/973599513419141120"
"5bb538bd196d4c91991693f9",,"Health and Human Services","3/8/18 20:09","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","Happy #InternationalWomensDay to all the inspiring women out there that are breaking barriers and paving the way to… https://t.co/LKuGTuYFH5","@GKButterfield","http://twitter.com/@GKButterfield/status/971840312321732609"
"5bb538bd196d4c91991693fe",,"Health and Human Services","3/8/18 14:57","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","In honor of Women’s History Month &amp; #InternationalWomensDay , here’s a thread of remarkable, inspiring women who br… https://t.co/Ob2cLa1skQ","@GKButterfield","http://twitter.com/@GKButterfield/status/971761831248318468"
"5bb538bd196d4c9199169400",,"Health and Human Services","3/7/18 15:28","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","""The difference between a broken community and a thriving one is the presence of women who are valued."" - Michelle… https://t.co/h4py9n14Mu","@GKButterfield","http://twitter.com/@GKButterfield/status/971407168925765636"
"5bb538bd196d4c9199169416",,"Health and Human Services","2/22/18 17:16","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","RT @cltwomensmarch: Thank you @GKButterfield for sharing with us another great black individual from NC
Only a few more days to celebrate #…","@GKButterfield","http://twitter.com/@GKButterfield/status/966723285118484483"
"5bb538bd196d4c9199169443",,"Health and Human Services","2/1/18 14:12","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","RT @cltwomensmarch: Thank you @GKButterfield for standing up with women who ha e been long ignored and silenced. https://t.co/YjhrFuMFmC","@GKButterfield","http://twitter.com/@GKButterfield/status/959066881738067970"
"5bb538bd196d4c91991694e7",,"Health and Human Services","10/19/17 14:01","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","Reminder: This vacancy exists bc GOP Senators blocked two Obama nominees. Both were Black women.","@GKButterfield","http://twitter.com/@GKButterfield/status/921013388708368384"
"5bb538bd196d4c9199169520",,"Health and Human Services","9/20/17 14:01","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","This seat is the longest jud. vacancy in the country, in no small measure bc GOP refused to confirm 2 Obama noms. Both were women of color.","@GKButterfield","http://twitter.com/@GKButterfield/status/910504229273505793"
"5bb538bd196d4c9199169542",,"Health and Human Services","8/26/17 13:00","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","Today is #WomensEqualityDay. It is time all American women see another wave of progress. https://t.co/KkrMi0dt02","@GKButterfield","http://twitter.com/@GKButterfield/status/901429228926902272"
"5bb538bd196d4c9199169565",,"Health and Human Services","7/27/17 16:00","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","Today we celebrate the 52nd Anniversary of #Medicare and #Medicaid - Programs vital for the health of women, childr… https://t.co/dcAP5G5lEp","@GKButterfield","http://twitter.com/@GKButterfield/status/890602818704465921"
"5bb538bd196d4c9199169589",,"Health and Human Services","7/11/17 21:14","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","Got to say hello to the awesome young men and women from Boys &amp; Girls Club Rocky Mount during their visit to the Ca… https://t.co/8B6OgP4jT2","@GKButterfield","http://twitter.com/@GKButterfield/status/884883719659687936"
"5bb538bd196d4c91991695bb",,"Health and Human Services","5/29/17 12:20","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","On Memorial Day, let us pause to remember the men and women who answered the call to serve and made the ultimate sa… https://t.co/ttF0J9Jbo4","@GKButterfield","http://twitter.com/@GKButterfield/status/869166489705869312"
"5bb538bd196d4c919916964f",,"Health and Human Services","3/9/17 1:16","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","This #InternationalWomensDay, I'm proud to honor the strong women who are standing up and speaking out every day fo… https://t.co/iSw10wnOQq","@GKButterfield","http://twitter.com/@GKButterfield/status/839646153570410496"
"5bb538bd196d4c919916967d",,"Health and Human Services","2/14/17 21:07","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","It is now past time that the @HouseGOP end their ruthless assault on women's health care &amp; focus on the real issues facing our country.","@GKButterfield","http://twitter.com/@GKButterfield/status/831610748006707200"
"5bb538bd196d4c91991696e5",,"Health and Human Services","10/18/16 13:59","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","RT @RepJimCosta: During #DomesticViolenceAwarenessMonth we stand with the 1/3 women &amp; 1/4 men who are victims &amp; survivors of domestic viole…","@GKButterfield","http://twitter.com/@GKButterfield/status/788378954176618496"
"5bb538bd196d4c91991697b0",,"Health and Human Services","5/20/16 15:34","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield",".@CDCgov reports 279 pregnant women in U.S. have #Zika virus, yet @HouseGOP still won't fully fund response. https://t.co/LZGtg9XU02","@GKButterfield","http://twitter.com/@GKButterfield/status/733682320360808448"
"5bb538bd196d4c91991697f2",,"Health and Human Services","4/12/16 14:28","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","Today is #EqualPayDay. The gender wage gap isn’t just a women’s issue. It’s a family issue.","@GKButterfield","http://twitter.com/@GKButterfield/status/719895037061046278"
"5bb538bd196d4c919916980b",,"Health and Human Services","3/24/16 18:25","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","Happening Now: At @WCCWilsonNC discussing the importance of equal economic opportunities for women. #JobsandJustice https://t.co/XngoUAOsQ5","@GKButterfield","http://twitter.com/@GKButterfield/status/713069187015581696"
"5bb538bd196d4c919916980c",,"Health and Human Services","3/24/16 18:37","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","Watch the live stream from the women's forum now on my @facebook: https://t.co/gR5qEsYz80 #JobsandJustice","@GKButterfield","http://twitter.com/@GKButterfield/status/713072361222905856"
"5bb538bd196d4c9199169811",,"Health and Human Services","3/21/16 20:52","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","When women succeed, America succeeds. Join me this Thurs to discuss what must be done to help women achieve success https://t.co/lO2ppzLaeV","@GKButterfield","http://twitter.com/@GKButterfield/status/712019163695423489"
"5bb538bd196d4c919916982c",,"Health and Human Services","3/15/16 19:00","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","My #JobsandJustice Tour continues next Thurs with a women’s forum. Sign up to attend: https://t.co/xvafX7DjvZ. RT to let your friends know!","@GKButterfield","http://twitter.com/@GKButterfield/status/709816543228485635"
"5bb538bd196d4c9199169842",,"Health and Human Services","3/7/16 19:45","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","The courageous men &amp; women, including my friend @repjohnlewis, marched that day seeking a fairer America for us all https://t.co/pCCU9YEIIg","@GKButterfield","http://twitter.com/@GKButterfield/status/706928714156650496"
"5bb538bd196d4c9199169850",,"Health and Human Services","3/1/16 18:00","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","This #WHM lets recommit ourselves to creating a fairer, more equal America for our daughters #womensucceed","@GKButterfield","http://twitter.com/@GKButterfield/status/704728030556475393"
"5bb538bd196d4c9199169851",,"Health and Human Services","3/1/16 16:20","Senior Advisor (HIPAA), Office for Civil Rights","Justin Edward Butterfield","March is Women’s History Month—A time to celebrate the successes of America’s women throughout our history #WHM2016","@GKButterfield","http://twitter.com/@GKButterfield/status/704702813763461120"
"5bb538bd196d4c91991698bf",,"Treasury","5/22/16 21:43","Senior Advisor","Jessica Renier","RT @georgepbush: Thank you to all the men &amp; women who serve our country! #ArmedForcesDay https://t.co/FNpkGSZwUl","@jessrenier","http://twitter.com/@jessrenier/status/734499848477499393"
